吃你豆腐,4cf043d7,68.87100,0
头皮发麻,4cf043d7,55.95400,0
龙舌兰,277f0b14,104.66000,0
双星好评,a3cc022b,64.33800,0
再来亿遍,8a917332,1.57400,0
大爱龙珠,e61b75f7,38.55100,0
龙珠,e61b75f7,30.70800,0
退回来给我也总排排面,8a917332,36.28800,0
帅,60bbeb60,85.68600,0
五条悟!,b6d28fd6,125.82000,0
你们够了我是来看视频还是来看弹幕的,542965d5,8.89900,0
666,6b0a904f,22.07900,0
火钳刘明,48dc1a5f,26.87500,0
五条老师必须有排面！！！,ad0fe8f2,125.91800,0
献出心脏！！,9640b1a,90.17900,0
三连三连,9640b1a,48.82000,0
怪我没文化一句society,285d4386,81.00000,0
奇衡三,eaace768,77.78000,0
白嫖成功人士的发扬,2cd917e8,127.47800,0
奇衡三！,85677057,69.45800,0
i了i了,85677057,64.85200,0
giao！,85677057,43.39800,0
接招吧，DIO！半径二十米的绿宝石水花！,7372e18d,123.71800,0
嗷基德的手,154cc697,101.28800,0
左下好评,57a6a4af,32.89300,0
激动的自己把孩子吃了,b43cdb94,118.03900,0
我直接大道上狂生孩子,b43cdb94,73.55900,0
三三必须有排面,d9b5175c,123.26700,0
1.25好评,496deb4,125.33400,0
火钳刘明,56d0e8ef,23.56000,0
这BG不错呀,3e6f9f8a,83.61900,0
刀枪剑拳，样样精通。,3e6f9f8a,26.93900,0
2333333,3a2ac65e,21.26400,0
炽天使排面！,cde362c2,47.71000,0
火钳刘明,4b558a50,9.32000,0
淦,d4c8fabe,63.71900,0
2倍数的快乐,92c68838,29.46000,0
牛逼,d1bedd2e,22.72900,0
咒术回战！,9a85a56,127.32800,0
完了我上头了，连刷了10遍,12c126e7,115.22000,0
什么是火钳刘明,37b4b113,30.42900,0
斗罗？,c58121ed,122.94200,0
火钳刘明,812b18ed,16.37900,0
豆腐豆腐豆腐豆腐,b3336a4f,44.09400,0
次元大介都有，up牛逼,e45e0af9,71.39300,0
爷青回,1348ba94,43.36200,0
大舅妈！！！,b43708e4,116.48700,0
大舅妈,b43708e4,116.48700,0
豆腐豆腐想吃豆腐了,692b2405,57.27900,0
大家要知道硬币是不要钱的,cd3a9e8e,101.70000,0
为什么总有秀儿在翻译,cd3a9e8e,83.00000,0
最底下是哪个秀儿在翻译,cd3a9e8e,66.86000,0
五条！,c08ca81b,129.04900,0
豆腐好评,cd3a9e8e,60.59900,0
娜贝,18b368c9,10.38200,0
啊啊啊啊啊啊啊啊啊啊柯基！！！！！,d841e00f,101.97300,0
1.5倍，不一样的感觉！,6c038c55,37.19900,0
豆腐，豆腐,4d9080ab,58.43100,0
女帝,cda0ac21,131.45900,0
太牛了,cda0ac21,85.35500,0
666666,cda0ac21,56.82500,0
我靠,cda0ac21,48.98600,0
妖梦啊啊啊啊,368401a9,56.02800,0
剑心,cc1a2fc4,29.11300,0
火钳刘明,f7f15f44,60.09900,0
火钳刘明,fb412e54,33.49900,0
nb！！！,fb412e54,7.04000,0
猫咪老师好可爱啊,e56efe17,0.74500,0
绝园的暴风雨！！！！！,339df016,52.17800,0
死神排面！！！,339df016,9.35100,0
拿走拿走别客气,2518301f,129.68300,0
奇衡三！,1bce077d,76.09400,0
火钳刘明,7d55c873,71.15800,0
舅妈舅妈,96925433,121.02900,0
三连了,327408c4,81.72700,0
。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,12353171,38.57900,0
m。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,12353171,36.87900,0
难受又三连了，不过，我愿意。,f188f2e1,12.99900,0
左下角好评,ebce2189,52.09300,0
路过,1eca569c,5.36300,0
字幕君牛啤,740e2737,6.10000,0
辛苦了,d27be882,117.97800,0
平剧就该耍花枪,460191ff,33.82700,0
江湖就该开扇窗,460191ff,31.98500,0
屋檐就该挡月光,460191ff,31.18000,0
我说啊遮风就应该遮冰霜,460191ff,26.13900,0
我可以给你们一张签名照拿去想象,460191ff,26.13900,0
一段旧旧的旧时光,460191ff,24.59600,0
一截老老的老姜,460191ff,21.98000,0
一幕幕回忆散在月光,460191ff,21.98000,0
我一拳飞打,460191ff,21.14000,0
一串串红红的葫芦冰糖,460191ff,20.22000,0
我一脚飞踢,460191ff,19.18000,0
我一脚飞踢,460191ff,16.02000,0
一串串红红的葫芦冰糖,460191ff,18.58000,0
我一脚飞踢,460191ff,18.58000,0
BJM:周大侠,460191ff,127.67300,0
赶紧穿上旗袍，免得你说我吃你豆腐,460191ff,124.87300,0
功夫，功夫，功夫，功夫,460191ff,121.95300,0
吹弹可破的肌肤在试炼我功夫,460191ff,119.55300,0
豆腐，豆腐，豆腐，豆腐,460191ff,117.35600,0
你就像豆腐,460191ff,115.99600,0
赶紧穿上旗袍，免得你说我吃你豆腐。,460191ff,113.51500,0
我在武林学校里学的那叫功夫，功夫，功夫，功夫，功夫,460191ff,107.51500,0
我不卖豆腐，豆腐，豆腐，豆腐，豆腐,460191ff,104.23000,0
我就踩在你肩膀,460191ff,91.55300,0
啦啦啦啦，闷了，慌了，倦了,460191ff,88.71300,0
啊这什么地方什么状况,460191ff,87.22800,0
我撑起一把纸伞回头望,460191ff,85.26800,0
谁在水一方,460191ff,84.10700,0
飞天飞敦煌，北方北大荒,460191ff,81.71800,0
清一清唱起秦腔,460191ff,79.67800,0
我清一清嗓,460191ff,78.39800,0
翻山越岭渡过江,460191ff,77.11800,0
落花配对配夕阳,460191ff,75.46000,0
画面就变得很荒凉,460191ff,72.59000,0
回旋踢太用力,460191ff,72.59000,0
你就滚到边疆,460191ff,70.15800,0
我稍微伸展拳脚,460191ff,70.15800,0
赶紧穿上旗袍，免得你说我吃你豆腐,460191ff,61.99800,0
功夫，功夫，功夫，功夫,460191ff,58.63800,0
吹弹可破的肌肤，在试炼我功夫,460191ff,56.34500,0
你就像豆腐，豆腐，豆腐，豆腐,460191ff,54.07300,0
赶紧穿上旗袍！免得你说我吃你豆腐,460191ff,50.19300,0
功夫，功夫，功夫，功夫,460191ff,47.11000,0
我不卖豆腐，豆腐，豆腐，豆腐，豆腐,460191ff,41.23600,0
闷了，慌了，倦了，我就换上功夫装,460191ff,38.95600,0
扎实马步，我不摇晃,460191ff,36.79600,0
豆腐，豆腐,e90e15a4,122.34200,0
2倍速食用更佳,39ec97f5,28.16500,0
贝姐？,5da0cd55,118.10700,0
只要你做海贼王我就三连,2596e5b4,114.85600,0
开幕雷击,3de5930e,0.25500,0
白嫖失败,2bf23b1a,132.12000,0
优酱！！！！！！,1e93aa2d,114.44000,0
冲这首歌，赞了,ccf6040a,14.52000,0
一人之下一人之下啊啊啊啊,43a0dc93,26.29000,0
np,1ec09ea2,89.11800,0
克罗里克罗里克罗里克罗里克罗里,9c64646d,26.59000,0
佐助佐助佐助佐助,9c64646d,0.21900,0
一闪而过的死神,fe2ebc6c,9.03100,0
周董  豆腐排面,dff2ed80,16.22900,0
五条悟，你币有了,a7ccd359,131.00600,0
？？？,2782ebf3,3.85100,0
+-,12e06844,110.49400,0
明示三连,92e87d2b,80.56500,0
6666,686bfc60,19.58600,0
双星好评,decc19e,61.78800,0
双星之阴阳师好评,decc19e,61.55600,0
来啦,c2064b9,3.28700,0
优秀,9bc9fc98,51.45800,0
你币有了,771e3964,20.06000,0
火钳刘明,7ab6c4ae,8.21100,0
牛皮！,1fac7e5e,19.99500,0
封印吧,f64bbc20,13.88700,0
牛逼！,f64bbc20,133.00000,0
。,9ec5453e,2.42100,0
z'ez'h,fc897ebc,115.62100,0
死神排面死神排面死神排面死神排面死神排面,4c707062,8.97900,0
亚索辣个男人！,56537568,115.91300,0
上头,86cd6a30,122.66300,0
nb,941bce61,76.00900,0
啊啊啊啊啊啊啊啊啊啊啊,afb5cd95,111.39700,0
牛批,befaf8cb,29.58000,0
有三笠有三连,3e7075f,90.99600,0
......,e1687ae0,114.77900,0
.,e1687ae0,109.14000,0
BGM不是小林basket吗？,323f3197,16.07000,0
白嫖失败,ee805def,66.50300,0
火钳刘明,ba26e382,11.91000,0
先赞为敬,b940a170,119.33900,0
针不戳,1ca7d824,83.89900,0
佐助,3c797df4,3.05900,0
佐助排面,3c797df4,4.98000,0
佐助！地爆天星,3c797df4,3.48000,0
佐助佐助佐助,3c797df4,3.48000,0
佐助！,3c797df4,2.46000,0
QAQ画质感人,4aa5e7a8,9.83100,0
麻婆,4841d16,58.42800,0
666666,686bfc60,132.12000,0
玉藻前！！！,7dad04d8,123.34100,0
女帝！,18f09b3b,122.51700,0
这次一定,eba65506,70.97300,0
牛逼,4e529218,121.94200,0
高一,522606ef,99.83100,0
杜甫豆腐,c85a57b9,54.78900,0
一闪而过的夜斗,d04c653,92.03300,0
火钳刘明,9f1e9876,36.49500,0
杰伦牛逼,2068122e,43.66000,0
火钳刘明,60ac4ab5,19.04100,0
豆腐,766c0648,125.36400,0
只给三连,5165601d,51.26100,0
我老婆！！！！！！！胡列娜！！！！！,e9232d19,123.85800,0
你币有了,e3bf75f1,8.91400,0
直接爱了,f45408ba,77.66000,0
666,97353920,100.78800,0
五条老师！！！,baeb321c,130.40000,0
奇衡三！,7d78c80f,69.29300,0
火候刘明,9908886e,0.78000,0
下次一定,127b6ed6,132.12000,0
火影火影火影！,8d4de3d1,26.29800,0
式姐！！！,4397e96b,75.02800,0
我娜贝拉尔此乃冰山美人是也！,fac69573,2.38900,0
我娜贝拉尔此乃冰山美人是也！,fac69573,2.84100,0
豆腐、豆腐,30b55de8,45.34900,0
异度入侵异度入侵,f5112ae0,112.56500,0
你币有了,4ab3b0b7,29.74600,0
好评,28753621,69.86500,0
三三,5051df86,15.35000,0
蛮吉好评,b9966aa2,73.68000,0
啊啊啊啊,85a2e1c7,18.38200,0
献出心脏,b0e1c92b,98.45800,0
左下角好评,5c1c08a9,28.15600,0
？,a202a39d,74.02000,0
万事屋排面！！！,6b2602c4,5.96500,0
豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐,d8e53fe8,128.39200,0
吃你豆腐,dfdb0ec8,63.18700,0
瞎了,1e365dc,28.56900,0
第十三遍,a4393d1f,12.65900,0
好活儿 当赏！~,df41cfa2,128.90000,0
再来一遍0：00,353cb1e2,3.70000,0
起飞,be6ce7d6,95.37700,0
2.0新世界,69a0e301,42.46300,0
再来一遍，白嫖失败,b047e50,1.28800,0
这才叫TM的TM混剪,58c760cc,68.13700,0
BGM:周大侠,865a9062,17.90500,0
豆腐，豆腐、,b8557054,131.32500,0
是玛嘉！！0202年了还有人记得,8dbaf886,48.94000,0
师姐美如画！！！,8dbaf886,4.22800,0
贝尔摩德！,d2a083af,110.11600,0
豆腐豆腐豆腐豆腐,2b3ed7,41.54000,0
狂三外传,a557c286,120.80200,0
外传狂三,a557c286,121.28800,0
狂三     外传,a557c286,121.66800,0
再来亿遍,a557c286,1.03700,0
爱了啊嘞,1139ff,69.18000,0
牛逼,3c6c70c3,46.19500,0
豆腐,df680439,57.14200,0
奇衡三,dd2b8ffb,71.11800,0
献出心脏,6238ca82,87.52200,0
eva必须拥有弹幕,59d44acf,77.37000,0
左下角的番名爱了爱了 太细节了 （终于不用自己去找了...）孩子直接飞出来,92eea321,101.32600,0
舅妈可还行,4da5e6bc,129.65800,0
豆腐豆腐,fed70fa7,53.45100,0
流畅,fed70fa7,39.21900,0
信徒在此,f21bff77,92.13100,0
万华镜还行,e90984aa,71.45300,0
就是牛逼,49609c83,103.17600,0
豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐,3b1bb849,116.68000,0
豆腐豆腐豆腐豆腐豆腐豆腐，,3b1bb849,63.50900,0
火钳刘明,1636c200,14.54300,0
这是杰伦演的电影大灌篮的主题曲周大侠（也是杰伦自己唱的），很好听！！电影强推！,93b63481,10.63900,0
你币有了,ff26c00a,88.29700,0
感谢野生字幕菌,f0882aec,113.93800,0
感谢字幕君,f0882aec,71.25600,0
耶！,9822467c,68.93900,0
02我老婆,5185bf62,117.08100,0
02我老婆,5185bf62,117.08100,0
唯我EVA永存世间!,5f1bdf9e,77.27800,0
右下角那是荡漾吗？,c03bae86,2.87900,0
王也！！！！,7c8b1e1d,38.09900,0
火钳刘明,96b9ec94,34.94000,0
超级赛亚人。,3e856d94,70.61300,0
卡卡罗特,3e856d94,22.37700,0
豆腐,e8166cb8,58.58800,0
冰海排面！！！！,a34b0c91,82.26000,0
赛高赛高,160c0f8e,78.68100,0
DIO爷排面！,a6356fc0,125.22500,0
这次一定,6dbe105c,113.24000,0
成神之日,d8e53fe8,130.19300,0
嘎嘎嘎,1b402708,112.90500,0
牛逼,41dddbce,73.90300,0
02！你币有了,bcfea69d,117.07300,0
好上头,55b2c0e3,12.16200,0
牛,76b92f9,66.08700,0
`,2eb4b48,113.40500,0
1,2eb4b48,16.56000,0
1秒 四连走起！,cea3cc0b,32.34900,0
美咲！！！,c72c2ceb,51.08100,0
我要这币有何用,16102af4,37.58000,0
1.25新感觉新世界,5571ae3c,86.77000,0
每天亿遍,2440dc9a,112.53900,0
鲁邦多坏,1cb30105,70.51500,0
踩踩踩,34e2028,41.75200,0
排面,34e2028,15.87700,0
齐衡三。,2fecad2e,71.58000,0
豆腐豆腐,8aa5bd6c,60.32200,0
。。,f01ea730,8.60300,0
也就只踩了亿点点嘛,e280c361,34.48000,0
我在武功学校学的那叫功夫！,372995d1,44.73400,0
夏目大人！！！！！！,95ad7ee,0.18000,0
火钳刘明,5b7e6ffa,15.22400,0
豆腐预备,59580583,26.52700,0
魁拔,b87d9a88,66.86500,0
由乃！！！,b2a0abdc,48.04500,0
k！！！,535970b1,51.62400,0
牛壁牛壁啊,887688df,45.80000,0
额,5b47a735,60.15100,0
功夫,5b47a735,48.89300,0
不就是币嘛给你给你,6076a016,124.93700,0
不就是币嘛给你还不行吗,6076a016,90.58200,0
火钳刘明,49210d2,5.60900,0
太爽了,459b3072,34.81300,0
愿我炮姐永世长存,c63f240a,79.86000,0
燃王,c63f240a,36.82000,0
白嫖失败,8a751015,46.62000,0
奇衡三,2b44285d,67.86000,0
我的币没了,8811a922,90.68600,0
感谢字幕君,a49fb3e3,79.22200,0
下次一定下次一定,25068e28,74.42000,0
up主np,47fb56b7,132.16000,0
豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐,52f397d4,45.13900,0
只想问up猪秃了美,4278b99,98.67600,0
再来亿遍！！！,4278b99,9.09100,0
龙珠好评,d62ac309,24.98000,0
EVA初号机！,920dcb8d,77.23100,0
EVA！泪目,920dcb8d,79.06400,0
厉害了周董,8cba6f20,27.79300,0
周杰伦牛壁,95d0d43c,97.63100,0
黑街排面,8173939a,11.55100,0
国服孙策,ce2c72b1,12.87900,0
？？炽天使？,c2f6c662,27.82200,0
投币啊 别发愣,43a96c43,68.89900,0
白嫖失败,574fcccb,99.20100,0
啊啊啊啊啊啊啊啊啊啊啊啊啊啊,7d9d8a06,126.22200,0
啊啊啊啊啊啊,7d9d8a06,100.91100,0
这踩点我i了,7d9d8a06,54.67600,0
火钳刘明,7d9d8a06,25.15300,0
啊啊啊啊啊啊啊,7d9d8a06,9.87600,0
杰伦nb！,64ad1833,80.46000,0
666,989b4100,103.52500,0
太强了,989b4100,94.27000,0
一闪而过的大爷,c84ddcca,58.68500,0
1、25倍速新世界,cfbcbfce,78.61600,0
大爷排面！,b011ce0d,57.96200,0
给爷踩,945e0df4,47.59200,0
下次一定,81255c09,57.04300,0
不得不说，确实剪的不错,8ae804c2,35.00000,0
豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐,d084bc4e,125.66600,0
虽然我没看到，但我觉得应该有索隆砍子弹那一幕,c2787c52,87.64000,0
木叶飞舞之处，火亦生生不息,9733375f,3.50000,0
2.0真快乐,d03a6ded,61.53000,0
建议1.25倍食用,73385ec,0.29900,0
呵呵呵呵呵,7b0fc342,51.44100,0
哈哈哈哈,7b0fc342,46.19300,0
三连了,7b0fc342,39.69300,0
也哥必须排面,47129e3b,25.42700,0
也哥必须排面,47129e3b,25.42700,0
摩尔迦娜,9f10c938,109.19400,0
跪求歌名,54968aaa,20.27000,0
"[""36"",""673"",""1-1"",""3"",""高呼吾名  奇衡三！"",""10"",""20"",""382"",""313"",500,0,1,""\""Microsoft YaHei\"""",1]",6757cb1d,67.76800,0
啊啊啊啊五条老师！你币有了,53113ad,125.91800,0
贝姐美如画,234455d9,92.97000,0
这是a2吧,5702fd4b,16.04100,0
瞬死的酒井户hhh,7425c118,113.07300,0
带东方玩的都是好孩子,18009297,69.76800,0
5t5老师！！！,d1248a08,125.94300,0
5555555！！！,c921f56e,126.16000,0
死神冲！！！！,f14e8092,8.22600,0
五条悟yyds,1f48e49b,125.57500,0
..+,6d8c76e9,118.96200,0
帅的,118d956a,111.87100,0
为什么你还没有火啊！！！,669746c9,1.29900,0
基本都看过了,49a77650,44.87300,0
奇衡三,49e704c3,67.24500,0
看到5t5了！！！！！！！！！,8d94674d,127.75500,0
发个弹幕都来不及,40dfc59e,32.10100,0
再来亿遍,5532a9d2,8.88800,0
心脏,46b63076,91.85500,0
DNF666,4dde11a2,30.69100,0
yyds,6e8a10df,89.66500,0
奇衡三！,a7412964,68.46500,0
奇衡三！,a7412964,68.46500,0
奇衡三！,a7412964,68.46500,0
奇衡三！,a7412964,68.46500,0
奇衡三！,a7412964,68.46500,0
奇衡三！,a7412964,68.46500,0
奇衡三！,a7412964,68.46500,0
奇衡三！,a7412964,68.46500,0
绝园的暴风雨！！！,a7412964,110.37900,0
绝园的暴风雨！！！,a7412964,110.37900,0
绝园的暴风雨！！！,a7412964,110.37900,0
绝园的暴风雨！！！,a7412964,110.37900,0
绝园的暴风雨！！！,a7412964,110.37900,0
绝园的暴风雨！！！,a7412964,110.37900,0
绝园的暴风雨！！！,a7412964,110.37900,0
绝园的暴风雨！！！,a7412964,111.59000,0
绝园的暴风雨！！！,a7412964,111.59000,0
绝园的暴风雨！！！,a7412964,110.11000,0
我要这币有何用,69497c3b,62.92700,0
yyds,ce0c9bda,9.79500,0
骨王！,305842b9,6.14300,0
奇      衡      三,49e704c3,68.71600,0
2倍速,b9d4b14d,53.23500,0
感谢下面红色字幕君,d8e53fe8,79.19500,0
就这呀，就这呀，我学亿会儿就会了。,787c005a,18.39900,0
异度侵入异度侵入,6012fa95,113.16000,0
我不卖豆腐 豆腐 豆腐 豆腐,77aa7f6c,41.88400,0
卡在了奇怪的地方,98b6335e,23.13900,0
卡在了奇怪的地方,98b6335e,23.13900,0
卡在了奇怪的地方,98b6335e,23.13900,0
1.25新世界,dbb6521e,89.14500,0
这样听周董的歌，完全不腻,d2d1efc0,3.89000,0
BJM是什么,e7c652e0,53.25400,0
死神,b8cb56a2,9.33900,0
好,b8cb56a2,48.64100,0
龙珠,b8cb56a2,21.13900,0
死神排面,b8cb56a2,9.04400,0
帅,49eb6d46,61.85600,0
豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐,d8e53fe8,53.84000,0
表白杰伦,50e48ec3,27.95800,0
见伦进,50e48ec3,15.96000,0
美好的一天从开幕雷击开始,479fc71a,0.05700,0
三连失败没币了,6c2d2fd3,10.50800,0
快斗,83ffdf22,106.55000,0
辣个女人！秦义绝无敌手！,5036c47b,120.58000,0
吾王美如画,3e83351e,23.21200,0
左下角好评,65450e05,86.96900,0
无敌,eeebaef,49.68900,0
大灌篮？？,3aab6ce4,25.77600,0
豆腐，豆腐，所谓吃你豆腐,52ef4d98,115.75000,0
铁拳圣裁,a2040d10,23.30000,0
师姐美如画,a2040d10,4.43800,0
三联三联,a57ca8eb,52.88300,0
1.25直接爱了,e46f0fbc,44.58400,0
一天一遍,3f9986ca,12.88500,0
奇衡三,732ae18e,67.30000,0
卧槽,8be7e90b,87.40100,0
王也道长啊啊啊啊啊啊啊啊,24dc99e7,32.65900,0
厉害了呀,cd3f702b,35.78000,0
娘口三三,50864e42,0.77900,0
娘口三三太可爱啦！！！！！！！！！,50864e42,1.18000,0
居然一键三连了哦哈哈哈,31fc028c,26.94000,0
--------------------------------,53836dea,88.94000,0
燃起来了！！！,efc2ba65,59.54300,0
只踩亿点点,37a26095,11.52200,0
你币有了,c581f761,131.39000,0
不说其他的你的币有了,22289d6d,132.16000,0
牛逼,ec30cd93,78.32400,0
牛啊,e8766464,19.13300,0
再来亿遍,6d03227d,123.61900,0
好评,2666316d,62.57900,0
五条！,cbe23d07,132.16000,0
看简介,5707682e,34.18400,0
第3000条评论,36bee221,40.54800,0
吾王美如画,8414e5ef,8.29800,0
666,9afb7428,96.06600,0
豆腐豆腐豆腐豆腐豆腐豆腐,5d8a988d,106.56700,0
豆腐豆腐豆腐豆腐豆腐,5d8a988d,58.71900,0
牛啊,8daac259,75.58000,0
师姐,7ea7cc7b,8.50000,0
寄生兽,3f9986ca,107.94800,0
666,3f9986ca,46.52800,0
打击感上头,3f9986ca,23.22800,0
吃你豆腐,85bb39bf,122.89700,0
都是渣！雾山五行仰望我吧,c24bd4c9,79.57700,0
。。。。,9c5c6071,38.30000,0
02,ebb46d5d,117.21900,0
片头见,aa56caf,129.62700,0
接招吧！dio，半径20m的绿宝石水花,50fe5c4f,125.02000,0
五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条,8db78b22,126.07700,0
呀,fce1e0e9,47.18000,0
献出心脏,869c4606,89.18000,0
献出心脏,869c4606,89.18000,0
摄影师鸡腿里找饭吃真可怜,ba63e6b5,102.32200,0
踩的好,670ac24a,68.79900,0
豆腐豆腐功夫,6777a17f,130.91800,0
豆腐豆腐豆腐,6777a17f,105.23800,0
豆腐,6777a17f,54.66800,0
哇哦,6777a17f,5.75800,0
あ,518592e9,72.32900,0
A,518592e9,54.52600,0
！脚后跟！,a0433bd4,68.02400,0
起！！！,6927fa10,16.90000,0
秀儿都在评论,cc875bfa,90.26000,0
桐爷,cc875bfa,59.45900,0
寄生兽！！！！！,9d2d5bb6,106.12000,0
下次一定,c11de8eb,128.66000,0
龙珠排面,31b11c37,22.78000,0
献出心脏,6f60c1c4,89.94000,0
功夫功夫,6f60c1c4,67.36400,0
豆腐,6f60c1c4,47.21600,0
我不卖豆腐 豆腐,6f60c1c4,41.32000,0
歌曲的名字是周杰伦的《周大侠》。,ebaf94f5,58.54000,0
好活，当赏,d49b4cef,125.80000,0
真·视觉盛宴,249298e,74.33900,0
奇衡三！,6116b1db,69.02300,0
奇衡三,3eaf703a,69.60200,0
1.5倍无敌,8f0035dd,87.12000,0
带食灵玩的都是好人,dc718a25,119.42800,0
𒃺 𒃺 𒃺 𒃺 𒃺 𒃺 𒃺,3a09205a,73.54000,0
左下角好评,3a09205a,61.54200,0
DIO爷好评,d56301f8,129.00500,0
奇衡三！,8322e31a,68.69000,0
雾山五行，多好的国漫，可惜没有后续了,83fd131a,18.51000,0
叔NB,c7918b2c,71.39800,0
叔叔叔,c7918b2c,70.91800,0
别说了我不吃豆腐,4815ea04,59.02600,0
流哔,bf30b9b1,19.74900,0
豆腐~~,1fb592ae,46.90000,0
吃你豆腐,4cf043d7,68.87100,0
头皮发麻,4cf043d7,55.95400,0
龙舌兰,277f0b14,104.66000,0
双星好评,a3cc022b,64.33800,0
再来亿遍,8a917332,1.57400,0
大爱龙珠,e61b75f7,38.55100,0
龙珠,e61b75f7,30.70800,0
退回来给我也总排排面,8a917332,36.28800,0
帅,60bbeb60,85.68600,0
五条悟!,b6d28fd6,125.82000,0
你们够了我是来看视频还是来看弹幕的,542965d5,8.89900,0
666,6b0a904f,22.07900,0
火钳刘明,48dc1a5f,26.87500,0
五条老师必须有排面！！！,ad0fe8f2,125.91800,0
献出心脏！！,9640b1a,90.17900,0
三连三连,9640b1a,48.82000,0
怪我没文化一句society,285d4386,81.00000,0
奇衡三,eaace768,77.78000,0
白嫖成功人士的发扬,2cd917e8,127.47800,0
奇衡三！,85677057,69.45800,0
i了i了,85677057,64.85200,0
giao！,85677057,43.39800,0
接招吧，DIO！半径二十米的绿宝石水花！,7372e18d,123.71800,0
嗷基德的手,154cc697,101.28800,0
左下好评,57a6a4af,32.89300,0
激动的自己把孩子吃了,b43cdb94,118.03900,0
我直接大道上狂生孩子,b43cdb94,73.55900,0
三三必须有排面,d9b5175c,123.26700,0
1.25好评,496deb4,125.33400,0
火钳刘明,56d0e8ef,23.56000,0
这BG不错呀,3e6f9f8a,83.61900,0
刀枪剑拳，样样精通。,3e6f9f8a,26.93900,0
2333333,3a2ac65e,21.26400,0
炽天使排面！,cde362c2,47.71000,0
火钳刘明,4b558a50,9.32000,0
淦,d4c8fabe,63.71900,0
2倍数的快乐,92c68838,29.46000,0
牛逼,d1bedd2e,22.72900,0
咒术回战！,9a85a56,127.32800,0
完了我上头了，连刷了10遍,12c126e7,115.22000,0
什么是火钳刘明,37b4b113,30.42900,0
斗罗？,c58121ed,122.94200,0
火钳刘明,812b18ed,16.37900,0
豆腐豆腐豆腐豆腐,b3336a4f,44.09400,0
次元大介都有，up牛逼,e45e0af9,71.39300,0
爷青回,1348ba94,43.36200,0
大舅妈！！！,b43708e4,116.48700,0
大舅妈,b43708e4,116.48700,0
豆腐豆腐想吃豆腐了,692b2405,57.27900,0
大家要知道硬币是不要钱的,cd3a9e8e,101.70000,0
为什么总有秀儿在翻译,cd3a9e8e,83.00000,0
最底下是哪个秀儿在翻译,cd3a9e8e,66.86000,0
五条！,c08ca81b,129.04900,0
豆腐好评,cd3a9e8e,60.59900,0
娜贝,18b368c9,10.38200,0
啊啊啊啊啊啊啊啊啊啊柯基！！！！！,d841e00f,101.97300,0
1.5倍，不一样的感觉！,6c038c55,37.19900,0
豆腐，豆腐,4d9080ab,58.43100,0
女帝,cda0ac21,131.45900,0
太牛了,cda0ac21,85.35500,0
666666,cda0ac21,56.82500,0
我靠,cda0ac21,48.98600,0
妖梦啊啊啊啊,368401a9,56.02800,0
剑心,cc1a2fc4,29.11300,0
火钳刘明,f7f15f44,60.09900,0
火钳刘明,fb412e54,33.49900,0
nb！！！,fb412e54,7.04000,0
猫咪老师好可爱啊,e56efe17,0.74500,0
绝园的暴风雨！！！！！,339df016,52.17800,0
死神排面！！！,339df016,9.35100,0
拿走拿走别客气,2518301f,129.68300,0
奇衡三！,1bce077d,76.09400,0
火钳刘明,7d55c873,71.15800,0
舅妈舅妈,96925433,121.02900,0
三连了,327408c4,81.72700,0
。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,12353171,38.57900,0
m。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,12353171,36.87900,0
难受又三连了，不过，我愿意。,f188f2e1,12.99900,0
左下角好评,ebce2189,52.09300,0
路过,1eca569c,5.36300,0
字幕君牛啤,740e2737,6.10000,0
辛苦了,d27be882,117.97800,0
平剧就该耍花枪,460191ff,33.82700,0
江湖就该开扇窗,460191ff,31.98500,0
屋檐就该挡月光,460191ff,31.18000,0
我说啊遮风就应该遮冰霜,460191ff,26.13900,0
我可以给你们一张签名照拿去想象,460191ff,26.13900,0
一段旧旧的旧时光,460191ff,24.59600,0
一截老老的老姜,460191ff,21.98000,0
一幕幕回忆散在月光,460191ff,21.98000,0
我一拳飞打,460191ff,21.14000,0
